COD_DANE_A,Residential buildings (TVIVIENDA),Residential Occupied&Used (TP15_1_OCU),Residential Occupied&Empty (TP15_2_OCU),Residential Temporary (TP15_3_OCU),Residential Empty (TP15_4_OCU),Households (TP16_HOG),Residential Electricity Y (TP19_EE_1),Residential Electricity N (TP19_EE_2)
0542510000000000010211,12,5,0,3,4,5,5,0
0542510000000000010210,10,5,0,3,2,5,5,0
0542510000000000010226,0,0,0,0,0,0,0,0
0542510000000000010224,86,66,0,4,16,67,66,0
0542510000000000010228,0,0,0,0,0,0,0,0
0542510000000000010227,10,9,0,1,0,9,9,0
0542510000000000010220,58,40,0,5,13,40,40,0
0542510000000000010217,0,0,0,0,0,0,0,0
0542510000000000010222,13,13,0,0,0,13,13,0
0542510000000000010221,0,0,0,0,0,0,0,0
0542510000000000010133,9,7,0,1,1,8,7,0
0542510000000000010132,3,0,0,0,3,0,0,0
0542510000000000010135,0,0,0,0,0,0,0,0
0542510000000000010134,6,5,0,0,1,5,4,1
0542510000000000010129,4,4,0,0,0,4,4,0
0542510000000000010128,0,0,0,0,0,0,0,0
0542510000000000010131,54,47,1,4,2,49,47,0
0542510000000000010130,9,8,0,1,0,8,8,0
0542510000000000010141,1,0,0,1,0,0,0,0
0542510000000000010140,34,30,0,0,4,32,30,0
0542510000000000010201,4,0,0,2,2,0,0,0
0542510000000000010142,14,8,0,1,5,8,8,0
0542510000000000010137,0,0,0,0,0,0,0,0
0542510000000000010136,0,0,0,0,0,0,0,0
0542510000000000010139,0,0,0,0,0,0,0,0
0542510000000000010138,0,0,0,0,0,0,0,0
0542510000000000010112,22,18,0,0,4,18,18,0
0542510000000000010111,19,16,0,2,1,16,16,0
0542510000000000010115,18,14,0,2,2,14,14,0
0542510000000000010114,50,39,0,5,6,39,39,0
0542510000000000010106,39,34,0,3,2,34,33,1
0542510000000000010101,9,8,0,1,0,8,8,0
0542510000000000010108,66,51,0,3,12,53,51,0
0542510000000000010107,37,27,0,4,6,27,27,0
0542510000000000010125,16,15,0,1,0,15,15,0
0542510000000000010124,47,44,0,2,1,45,44,0
0542510000000000010127,15,12,0,0,3,12,12,0
0542510000000000010126,8,5,0,1,2,5,5,0
0542510000000000010118,33,27,0,1,5,28,27,0
0542510000000000010116,0,0,0,0,0,0,0,0
0542510000000000010121,55,44,0,6,5,44,43,1
0542510000000000010120,96,76,0,7,13,78,76,0
0541120010200700010107,0,0,0,0,0,0,0,0
0541120010200700010106,9,6,1,2,0,6,6,0
0541120010200700010109,0,0,0,0,0,0,0,0
0541120010200700010108,0,0,0,0,0,0,0,0
0541120010200700010103,7,7,0,0,0,7,7,0
0541120010200700010102,5,4,1,0,0,4,4,0
0541120010200700010105,5,0,2,2,1,0,0,0
0541120010200700010104,6,6,0,0,0,6,6,0
0541120010201200010104,0,0,0,0,0,0,0,0
0541120010201200010103,0,0,0,0,0,0,0,0
0541120020201300010102,10,0,0,1,9,0,0,0
0541120020201300010101,6,0,3,1,2,0,0,0
0541120010200700010111,8,7,0,0,1,7,7,0
0541120010200700010110,7,6,0,0,1,6,6,0
0541120010201200010102,18,11,4,0,3,11,11,0
0541120010201200010101,13,11,1,1,0,11,11,0
0541120010400400010124,7,5,1,1,0,5,5,0
0541120010400400010123,0,0,0,0,0,0,0,0
0541120020400500010102,2,0,2,0,0,0,0,0
0541120020400500010101,24,12,2,8,2,12,11,1
0541120010400400010120,19,9,7,0,3,9,9,0
0541120010400400010119,11,9,2,0,0,9,9,0
0541120010400400010122,4,0,1,1,2,0,0,0
0541120010400400010121,32,14,4,7,7,14,14,0
0541120020400500010108,0,0,0,0,0,0,0,0
0541120020400500010107,5,0,0,3,2,0,0,0
0541120010200700010101,1,0,1,0,0,0,0,0
0541120020400500010109,13,6,1,5,1,7,6,0
0541120020400500010104,11,5,3,1,2,5,5,0
0541120020400500010103,15,10,2,0,3,10,10,0
0541120020400500010106,1,0,0,0,1,0,0,0
0541120020400500010105,18,8,6,4,0,8,8,0
0541120010400400010108,0,0,0,0,0,0,0,0
0541120010400400010106,33,22,8,1,2,22,22,0
0541120010400400010110,26,16,2,0,8,16,16,0
0541120010400400010109,10,7,0,1,2,7,7,0
0541120010400400010102,53,34,8,7,4,34,34,0
0541120010400400010101,20,14,1,5,0,14,14,0
0541120010400400010105,29,16,2,4,7,16,16,0
0541120010400400010103,24,6,9,4,5,6,6,0
0541120010400400010116,17,9,6,0,2,9,9,0
0541120010400400010115,23,13,8,2,0,13,13,0
0541120010400400010118,1,0,0,1,0,0,0,0
0541120010400400010117,16,11,2,2,1,11,11,0
0541120010400400010112,51,29,12,4,6,29,29,0
0541120010400400010111,2,0,1,0,1,0,0,0
0541120010400400010114,45,28,12,3,2,28,28,0
0541120010400400010113,20,11,6,2,1,14,11,0
0541120020100300010101,17,13,1,1,2,13,13,0
0541120010100200010127,0,0,0,0,0,0,0,0
0541120020100300010103,19,12,2,2,3,12,12,0
0541120020100300010102,8,6,1,0,1,6,6,0
0541120010100200010124,2,0,0,2,0,0,0,0
0541120010100200010123,1,0,1,0,0,0,0,0
0541120010100200010126,1,0,0,1,0,0,0,0
0541120010100200010125,12,9,0,3,0,9,9,0
0541120020100300010109,4,0,2,0,2,0,0,0
0541120020100300010108,11,8,0,1,2,8,8,0
0541120020100300010111,8,6,1,1,0,7,6,0
0541120020100300010110,5,4,0,0,1,4,4,0
0541120020100300010105,27,9,5,3,10,9,9,0
0541120020100300010104,2,0,1,0,1,0,0,0
0541120020100300010107,0,0,0,0,0,0,0,0
0541120020100300010106,0,0,0,0,0,0,0,0
0541120010100200010112,5,0,1,4,0,0,0,0
0541120010100200010111,4,4,0,0,0,4,4,0
0541120010100200010114,3,0,1,1,1,0,0,0
0541120010100200010113,0,0,0,0,0,0,0,0
0541120010100200010108,13,8,1,4,0,8,8,0
0541120010100200010107,11,9,1,1,0,9,8,1
0541120010100200010110,12,8,1,3,0,9,8,0
0541120010100200010109,9,6,0,3,0,6,6,0
0541120010100200010120,9,6,1,0,2,6,6,0
0541120010100200010119,9,5,1,3,0,5,5,0
0541120010100200010122,9,7,1,1,0,7,7,0
0541120010100200010121,18,14,0,1,3,15,12,2
0541120010100200010116,6,0,4,2,0,0,0,0
0541120010100200010115,8,5,1,2,0,5,5,0
0541120010100200010118,6,6,0,0,0,6,6,0
0541120010100200010117,2,0,0,1,1,0,0,0
0541120020300100010110,9,5,0,2,2,5,5,0
0541120020300100010109,9,4,0,3,2,4,4,0
0541120020300100010114,1,0,0,1,0,0,0,0
0541120020300100010113,24,11,2,8,3,11,11,0
0541120020300100010106,10,5,2,2,1,5,5,0
0541120020300100010105,11,6,2,2,1,6,6,0
0541120020300100010108,4,0,1,2,1,0,0,0
0541120020300100010107,0,0,0,0,0,0,0,0
0541120010100200010104,2,0,0,2,0,0,0,0
0541120010100200010103,6,5,0,1,0,5,5,0
0541120010100200010106,8,6,0,2,0,7,6,0
0541120010100200010105,0,0,0,0,0,0,0,0
0541120020300100010116,8,7,0,1,0,7,7,0
0541120020300100010115,18,8,2,5,3,8,8,0
0541120010100200010102,7,4,0,2,1,4,4,0
0541120010100200010101,12,11,0,1,0,11,10,1
0541110000000000010310,0,0,0,0,0,0,0,0
0541110000000000010309,40,30,0,9,1,31,29,1
0541110000000000010312,15,11,0,4,0,11,11,0
0541110000000000010311,0,0,0,0,0,0,0,0
0541110000000000010305,33,26,0,5,2,27,26,0
0541110000000000010304,4,0,0,4,0,0,0,0
0541110000000000010307,38,26,0,10,2,28,26,0
0541110000000000010306,27,20,0,6,1,20,20,0
0541120020300100010102,8,0,3,1,4,0,0,0
0541120020300100010101,15,7,1,3,4,7,7,0
0541120020300100010104,5,0,2,2,1,0,0,0
0541120020300100010103,15,5,2,6,2,5,5,0
0541110000000000010314,40,30,0,7,3,30,30,0
0541110000000000010313,27,21,1,5,0,22,21,0
0541110000000000010316,15,13,0,2,0,14,13,0
0541110000000000010315,15,9,0,6,0,9,9,0
0541110000000000010220,6,4,0,2,0,4,4,0
0541110000000000010219,13,8,0,5,0,8,8,0
0541110000000000010222,30,21,0,9,0,22,21,0
0541110000000000010221,12,9,0,2,1,9,9,0
0541110000000000010214,0,0,0,0,0,0,0,0
0541110000000000010212,0,0,0,0,0,0,0,0
0541110000000000010217,24,18,0,2,4,18,18,0
0541110000000000010215,43,31,0,10,2,31,31,0
0541110000000000010301,63,43,0,20,0,44,43,0
0541110000000000010227,14,11,0,2,1,11,11,0
0541110000000000010303,31,16,0,8,7,17,16,0
0541110000000000010302,57,39,0,15,3,39,39,0
0541110000000000010224,1,0,0,1,0,0,0,0
0541110000000000010223,27,19,0,8,0,19,19,0
0541110000000000010226,18,11,0,4,3,11,11,0
0541110000000000010225,81,78,0,1,2,79,78,0
0541110000000000010111,24,19,0,5,0,19,19,0
0541110000000000010110,21,11,0,9,1,11,11,0
0541110000000000010201,13,7,0,0,6,7,7,0
0541110000000000010112,28,22,0,6,0,23,21,1
0541110000000000010107,17,12,1,3,1,12,12,0
0541110000000000010106,27,10,0,11,6,10,10,0
0541110000000000010109,33,14,1,16,2,15,14,0
0541110000000000010108,40,30,0,2,8,32,30,0
0541110000000000010208,12,10,0,2,0,10,10,0
0541110000000000010207,10,6,0,3,1,6,6,0
0541110000000000010210,0,0,0,0,0,0,0,0
0541110000000000010209,28,14,0,12,2,14,14,0
0541110000000000010203,22,15,0,3,4,16,15,0
0541110000000000010202,26,18,0,7,1,18,18,0
0541110000000000010205,27,12,0,13,2,12,12,0
0541110000000000010204,10,6,0,3,1,6,6,0
0540020010100400010103,9,7,2,0,0,7,7,0
0540020010100400010102,0,0,0,0,0,0,0,0
0540020010100400010105,7,6,1,0,0,6,6,0
0540020010100400010104,2,0,2,0,0,0,0,0
0540020020300100010116,10,8,0,2,0,8,8,0
0540020020300100010115,7,6,0,1,0,6,6,0
0540020010100400010101,10,7,0,1,2,8,7,0
0540020020300100010117,5,5,0,0,0,5,5,0
0541110000000000010103,18,14,0,3,1,14,14,0
0541110000000000010102,16,16,0,0,0,16,16,0
0541110000000000010105,23,21,0,0,2,21,21,0
0541110000000000010104,15,10,0,1,4,10,10,0
0540020010100400010107,0,0,0,0,0,0,0,0
0540020010100400010106,14,11,3,0,0,11,11,0
0541110000000000010101,13,12,0,0,1,12,12,0
0540020010100400010108,13,9,4,0,0,9,9,0
0540020020300100010104,14,14,0,0,0,14,14,0
0540020020300100010103,8,8,0,0,0,8,8,0
0540020020300100010106,5,4,0,1,0,4,4,0
0540020020300100010105,6,5,0,1,0,5,5,0
0540010000000000010710,0,0,0,0,0,0,0,0
0540010000000000010709,30,28,1,0,1,28,28,0
0540020020300100010102,20,16,0,2,2,16,16,0
0540020020300100010101,30,24,0,5,1,24,24,0
0540020020300100010112,17,17,0,0,0,17,17,0
0540020020300100010111,9,8,0,1,0,8,8,0
0540020020300100010114,10,9,0,0,1,9,9,0
0540020020300100010113,4,4,0,0,0,4,4,0
0540020020300100010108,11,10,0,1,0,11,10,0
0540020020300100010107,24,21,0,2,1,21,21,0
0540020020300100010110,0,0,0,0,0,0,0,0
0540020020300100010109,36,30,0,3,3,30,29,1
0540010000000000010610,22,22,0,0,0,22,22,0
0540010000000000010609,11,10,0,1,0,10,10,0
0540010000000000010612,11,11,0,0,0,11,11,0
0540010000000000010611,28,22,0,1,5,26,22,0
0540010000000000010606,79,66,0,6,7,66,66,0
0540010000000000010605,16,14,0,1,1,14,14,0
0540010000000000010608,38,32,0,4,2,32,32,0
0540010000000000010607,30,26,0,0,4,26,26,0
0540010000000000010706,25,25,0,0,0,26,25,0
0540010000000000010705,24,24,0,0,0,24,24,0
0540010000000000010708,0,0,0,0,0,0,0,0
0540010000000000010707,0,0,0,0,0,0,0,0
0540010000000000010702,13,13,0,0,0,13,13,0
0540010000000000010701,0,0,0,0,0,0,0,0
0540010000000000010704,25,23,2,0,0,23,23,0
0540010000000000010703,0,0,0,0,0,0,0,0
0544010000000000020429,0,0,0,0,0,0,0,0
0544010000000000020428,0,0,0,0,0,0,0,0
0544010000000000020502,27,23,2,0,2,35,23,0
0544010000000000020501,34,33,0,0,1,44,33,0
0544010000000000020425,53,50,1,0,2,52,50,0
0544010000000000020424,8,6,0,0,2,9,6,0
0544010000000000020427,0,0,0,0,0,0,0,0
0544010000000000020426,45,36,5,1,3,43,36,0
0544010000000000020512,13,11,2,0,0,15,11,0
0544010000000000020511,9,9,0,0,0,11,9,0
0544010000000000020514,11,10,0,0,1,11,10,0
0544010000000000020513,12,7,5,0,0,9,7,0
0544010000000000020505,24,15,9,0,0,15,15,0
0544010000000000020503,27,27,0,0,0,32,27,0
0544010000000000020510,14,13,0,0,1,16,13,0
0544010000000000020509,34,32,0,1,1,35,32,0
0544010000000000020409,53,51,0,2,0,58,51,0
0544010000000000020408,67,59,0,7,1,66,59,0
0544010000000000020411,81,80,0,0,1,87,80,0
0544010000000000020410,93,76,12,1,4,91,76,0
0544010000000000020405,58,31,26,0,1,33,31,0
0544010000000000020404,41,39,0,0,2,45,39,0
0544010000000000020407,106,101,0,1,4,109,101,0
0544010000000000020406,95,75,16,3,1,77,75,0
0544010000000000020420,0,0,0,0,0,0,0,0
0544010000000000020417,41,41,0,0,0,49,41,0
0544010000000000020422,49,35,12,0,2,41,35,0
0544010000000000020421,11,11,0,0,0,12,11,0
0544010000000000020413,70,62,0,0,8,64,62,0
0544010000000000020412,57,56,0,0,1,56,56,0
0544010000000000020415,54,49,3,0,2,50,49,0
0544010000000000020414,93,76,4,2,11,78,76,0
0544010000000000020318,39,32,1,2,4,35,32,0
0544010000000000020317,55,46,6,1,2,51,46,0
0544010000000000020320,63,53,0,3,7,56,53,0
0544010000000000020319,97,80,1,5,11,82,80,0
0544010000000000020314,20,12,2,2,4,19,12,0
0544010000000000020313,0,0,0,0,0,0,0,0
0544010000000000020316,94,90,0,1,3,111,90,0
0544010000000000020315,23,17,1,4,1,19,17,0
0544010000000000020401,42,42,0,0,0,54,42,0
0544010000000000020325,33,30,0,2,1,37,30,0
0544010000000000020403,0,0,0,0,0,0,0,0
0544010000000000020402,68,60,0,2,6,65,60,0
0544010000000000020322,39,36,0,1,2,40,36,0
0544010000000000020321,90,86,0,2,2,90,86,0
0544010000000000020324,25,17,3,0,5,17,17,0
0544010000000000020323,44,38,1,2,3,38,38,0
0544010000000000020301,44,33,0,5,6,34,33,0
0544010000000000020244,0,0,0,0,0,0,0,0
0544010000000000020303,23,21,0,0,2,21,21,0
0544010000000000020302,9,8,0,0,1,8,8,0
0544010000000000020241,31,26,0,4,1,26,26,0
0544010000000000020240,44,39,0,1,4,39,39,0
0544010000000000020243,15,15,0,0,0,20,15,0
0544010000000000020242,40,31,3,1,5,36,31,0
0544010000000000020309,67,64,0,0,3,69,64,0
0544010000000000020308,0,0,0,0,0,0,0,0
0544010000000000020312,0,0,0,0,0,0,0,0
0544010000000000020310,49,46,1,1,1,47,46,0
0544010000000000020305,14,12,0,0,2,13,12,0
0544010000000000020304,31,27,0,1,3,27,27,0
0544010000000000020307,25,20,1,1,3,20,20,0
0544010000000000020306,0,0,0,0,0,0,0,0
0544010000000000020229,155,121,8,2,24,144,121,0
0544010000000000020228,12,12,0,0,0,13,12,0
0544010000000000020231,160,80,4,2,74,81,80,0
0544010000000000020230,53,51,0,0,2,54,51,0
0544010000000000020224,56,46,5,3,2,49,46,0
0544010000000000020223,128,110,6,5,7,114,110,0
0544010000000000020227,23,18,3,2,0,19,18,0
0544010000000000020226,67,66,0,1,0,68,65,1
0544010000000000020237,21,19,0,0,2,20,19,0
0544010000000000020236,44,34,4,6,0,34,34,0
0544010000000000020239,24,18,1,2,3,18,18,0
0544010000000000020238,24,21,0,1,2,22,21,0
0544010000000000020233,14,13,0,1,0,14,13,0
0544010000000000020232,6,5,1,0,0,5,5,0
0544010000000000020235,44,36,0,0,8,37,35,1
0544010000000000020234,18,18,0,0,0,19,18,0
0544010000000000020130,0,0,0,0,0,0,0,0
0544010000000000020129,0,0,0,0,0,0,0,0
0544010000000000020205,55,51,1,1,2,51,51,0
0544010000000000020131,0,0,0,0,0,0,0,0
0544010000000000020126,0,0,0,0,0,0,0,0
0544010000000000020125,0,0,0,0,0,0,0,0
0544010000000000020128,0,0,0,0,0,0,0,0
0544010000000000020127,45,31,9,1,4,33,31,0
0544010000000000020220,138,137,0,0,1,169,137,0
0544010000000000020219,165,147,1,3,14,157,142,5
0544010000000000020222,123,107,0,6,10,115,107,0
0544010000000000020221,10,9,1,0,0,9,9,0
0544010000000000020207,84,73,4,3,4,80,73,0
0544010000000000020206,48,36,1,0,11,36,36,0
0544010000000000020216,21,16,0,1,4,16,16,0
0544010000000000020209,73,66,3,3,1,68,66,0
0544010000000000020109,16,12,4,0,0,13,12,0
0544010000000000020108,26,23,0,0,3,23,23,0
0544010000000000020113,51,38,3,1,9,45,38,0
0544010000000000020112,57,55,0,1,1,55,55,0
0544010000000000020104,49,44,0,0,5,50,43,1
0544010000000000020102,42,37,5,0,0,40,37,0
0544010000000000020106,0,0,0,0,0,0,0,0
0544010000000000020105,55,40,13,0,2,41,40,0
0544010000000000020122,0,0,0,0,0,0,0,0
0544010000000000020121,12,10,0,0,2,10,10,0
0544010000000000020124,13,13,0,0,0,13,13,0
0544010000000000020123,29,25,1,0,3,25,25,0
0544010000000000020115,28,24,1,0,3,25,24,0
0544010000000000020114,58,46,12,0,0,47,46,0
0544010000000000020120,0,0,0,0,0,0,0,0
0544010000000000020118,33,26,5,1,1,28,26,0
0544010000000000010803,16,15,0,0,1,20,15,0
0544010000000000010802,12,10,1,1,0,13,10,0
0544010000000000010805,15,15,0,0,0,18,15,0
0544010000000000010804,16,16,0,0,0,20,16,0
0544010000000000010738,23,23,0,0,0,32,23,0
0544010000000000010737,34,25,3,2,4,28,25,0
0544010000000000010801,110,87,2,3,18,88,87,0
0544010000000000010739,19,18,0,0,1,19,18,0
0544010000000000010811,20,16,3,0,1,18,16,0
0544010000000000010810,18,13,3,0,2,13,13,0
0544010000000000010813,0,0,0,0,0,0,0,0
0544010000000000010812,24,18,6,0,0,24,18,0
0544010000000000010807,16,13,0,0,3,19,13,0
0544010000000000010806,19,13,6,0,0,14,13,0
0544010000000000010809,7,7,0,0,0,7,7,0
0544010000000000010808,16,16,0,0,0,16,16,0
0544010000000000010726,31,30,0,1,0,33,30,0
0544010000000000010725,29,23,1,1,4,29,23,0
0544010000000000010728,24,22,0,1,1,29,22,0
0544010000000000010727,43,42,0,0,1,50,42,0
0544010000000000010722,0,0,0,0,0,0,0,0
0544010000000000010721,34,31,0,2,1,33,31,0
0544010000000000010724,41,38,0,1,2,41,38,0
0544010000000000010723,43,43,0,0,0,44,43,0
0544010000000000010734,12,12,0,0,0,16,12,0
0544010000000000010733,28,28,0,0,0,29,28,0
0544010000000000010736,29,28,0,1,0,29,28,0
0544010000000000010735,28,28,0,0,0,37,28,0
0544010000000000010730,62,57,0,0,5,64,57,0
0544010000000000010729,58,53,4,0,1,66,53,0
0544010000000000010732,29,21,7,1,0,23,21,0
0544010000000000010731,55,50,3,0,2,54,50,0
0544010000000000010705,32,32,0,0,0,35,32,0
0544010000000000010704,16,16,0,0,0,22,16,0
0544010000000000010710,39,31,4,0,4,31,31,0
0544010000000000010707,39,37,0,0,2,41,37,0
0544010000000000010617,1,0,0,1,0,0,0,0
0544010000000000010616,0,0,0,0,0,0,0,0
0544010000000000010703,59,58,0,0,1,70,58,0
0544010000000000010701,14,14,0,0,0,14,14,0
0544010000000000010718,28,16,6,0,6,16,16,0
0544010000000000010717,0,0,0,0,0,0,0,0
0544010000000000010720,80,70,0,1,9,90,70,0
0544010000000000010719,43,21,12,3,7,23,21,0
0544010000000000010714,67,60,7,0,0,63,60,0
0544010000000000010711,45,43,0,0,2,52,43,0
0544010000000000010716,0,0,0,0,0,0,0,0
0544010000000000010715,28,20,8,0,0,21,20,0
0544010000000000010602,9,8,0,0,1,8,8,0
0544010000000000010601,13,4,0,9,0,4,3,1
0544010000000000010604,9,9,0,0,0,9,9,0
0544010000000000010603,8,6,0,0,2,7,6,0
0544010000000000010525,1,0,0,1,0,0,0,0
0544010000000000010524,1,0,0,1,0,0,0,0
0544010000000000010527,9,4,0,5,0,4,4,0
0544010000000000010526,7,4,0,3,0,4,4,0
0544010000000000010613,0,0,0,0,0,0,0,0
0544010000000000010610,32,28,2,2,0,29,28,0
0544010000000000010615,11,9,2,0,0,9,9,0
0544010000000000010614,9,8,1,0,0,10,8,0
0544010000000000010606,7,4,0,0,3,4,4,0
0544010000000000010605,10,9,0,1,0,10,9,0
0544010000000000010609,0,0,0,0,0,0,0,0
0544010000000000010608,0,0,0,0,0,0,0,0
0544010000000000010511,10,10,0,0,0,11,10,0
0544010000000000010509,93,83,7,1,2,85,83,0
0544010000000000010515,137,129,1,1,6,134,129,0
0544010000000000010514,15,14,0,0,1,14,14,0
0544010000000000010502,113,96,5,7,5,115,96,0
0544010000000000010416,20,18,0,0,2,19,18,0
0544010000000000010504,38,31,2,1,4,35,31,0
0544010000000000010503,13,13,0,0,0,13,13,0
0544010000000000010521,33,29,3,0,1,32,29,0
0544010000000000010520,0,0,0,0,0,0,0,0
0544010000000000010523,0,0,0,0,0,0,0,0
0544010000000000010522,14,11,1,2,0,13,11,0
0544010000000000010517,0,0,0,0,0,0,0,0
0544010000000000010516,42,38,2,1,1,38,38,0
0544010000000000010519,37,21,1,3,12,21,21,0
0544010000000000010518,0,0,0,0,0,0,0,0
0544010000000000010320,0,0,0,0,0,0,0,0
0544010000000000010319,63,55,6,0,2,61,55,0
0544010000000000010401,46,39,7,0,0,40,39,0
0544010000000000010321,12,12,0,0,0,13,12,0
0544010000000000010315,18,18,0,0,0,19,18,0
0544010000000000010314,133,122,1,1,9,142,122,0
0544010000000000010318,53,49,2,0,2,50,49,0
0544010000000000010317,53,46,3,2,2,48,46,0
0544010000000000010413,22,21,0,0,1,29,21,0
0544010000000000010412,87,76,2,0,9,86,76,0
0544010000000000010415,50,50,0,0,0,52,50,0
0544010000000000010414,23,18,5,0,0,18,18,0
0544010000000000010404,74,64,4,2,4,65,64,0
0544010000000000010402,75,74,1,0,0,79,74,0
0544010000000000010411,126,123,0,1,2,131,123,0
0544010000000000010410,12,8,4,0,0,8,8,0
0544010000000000010303,0,0,0,0,0,0,0,0
0544010000000000010302,44,44,0,0,0,44,44,0
0544010000000000010305,5,5,0,0,0,5,5,0
0544010000000000010304,0,0,0,0,0,0,0,0
0544010000000000010221,48,29,11,0,8,41,29,0
0544010000000000010218,9,7,0,2,0,9,7,0
0544010000000000010225,34,34,0,0,0,37,34,0
0544010000000000010222,57,57,0,0,0,67,57,0
0544010000000000010311,87,78,9,0,0,78,78,0
0544010000000000010310,73,68,2,0,3,80,68,0
0544010000000000010313,32,31,1,0,0,31,31,0
0544010000000000010312,23,23,0,0,0,29,23,0
0544010000000000010307,38,33,0,1,4,33,33,0
0544010000000000010306,49,47,1,0,1,50,47,0
0544010000000000010309,105,84,14,1,6,85,84,0
0544010000000000010308,73,73,0,0,0,97,73,0
0544010000000000010111,32,28,4,0,0,34,28,0
0544010000000000010109,52,48,2,0,2,54,48,0
0544010000000000010113,36,29,5,0,2,32,29,0
0544010000000000010112,59,36,15,1,7,43,36,0
0544010000000000010103,69,65,0,1,3,92,65,0
0542520040400500010107,0,0,0,0,0,0,0,0
0544010000000000010106,56,45,5,2,4,48,45,0
0544010000000000010105,37,36,0,0,1,36,36,0
0544010000000000010215,123,119,0,0,4,139,119,0
0544010000000000010124,0,0,0,0,0,0,0,0
0544010000000000010217,94,88,0,1,5,101,88,0
0544010000000000010216,73,60,10,2,1,70,60,0
0544010000000000010117,1,0,0,1,0,0,0,0
0544010000000000010115,25,21,2,0,2,24,21,0
0544010000000000010123,145,40,11,3,91,41,40,0
0544010000000000010118,3,0,0,3,0,0,0,0
0542520030400300010103,6,6,0,0,0,6,6,0
0542520030400300010102,54,49,0,1,4,49,49,0
0542520030400300010105,0,0,0,0,0,0,0,0
0542520030400300010104,19,16,0,0,3,16,15,1
0542520020200100010110,1,0,0,0,1,0,0,0
0542520020200100010109,84,62,0,8,14,62,62,0
0542520030400300010101,26,21,0,2,3,21,21,0
0542520020200100010111,7,5,0,1,1,5,5,0
0542520040400500010104,9,4,0,5,0,4,4,0
0542520040400500010103,9,7,0,0,2,7,7,0
0542520040400500010106,14,13,0,0,1,13,13,0
0542520040400500010105,1,0,0,1,0,0,0,0
0542520030400300010107,28,23,0,1,4,23,22,1
0542520030400300010106,15,13,0,1,1,13,13,0
0542520040400500010102,13,11,0,1,1,11,11,0
0542520040400500010101,15,12,0,0,3,12,12,0
0537610000000000010123,17,16,1,0,0,18,16,0
0537610000000000010122,6,6,0,0,0,6,6,0
0537610000000000010125,53,53,0,0,0,54,53,0
0537610000000000010124,81,78,3,0,0,81,78,0
0537610000000000010119,33,28,3,0,2,29,28,0
0537610000000000010118,16,16,0,0,0,20,16,0
0537610000000000010121,41,39,2,0,0,39,39,0
0537610000000000010120,14,13,0,0,1,13,13,0
0537610000000000010131,0,0,0,0,0,0,0,0
0537610000000000010130,0,0,0,0,0,0,0,0
0537610000000000010204,157,135,0,2,20,141,135,0
0537610000000000010132,17,15,2,0,0,16,15,0
0537610000000000010127,17,17,0,0,0,17,17,0
0537610000000000010126,0,0,0,0,0,0,0,0
0537610000000000010129,26,24,2,0,0,25,24,0
0537610000000000010128,1,0,1,0,0,0,0,0
0537610000000000010105,16,15,1,0,0,15,15,0
0537610000000000010104,58,52,2,1,3,55,52,0
0537610000000000010108,57,52,4,1,0,56,52,0
0537610000000000010107,14,14,0,0,0,16,14,0
0536820010300700010104,0,0,0,0,0,0,0,0
0536820010300700010103,11,6,0,0,5,6,6,0
0537610000000000010103,74,73,1,0,0,82,73,0
0537610000000000010102,27,27,0,0,0,30,27,0
0537610000000000010114,24,22,1,0,1,22,22,0
0537610000000000010113,66,58,6,0,2,62,58,0
0537610000000000010117,155,92,2,16,45,92,92,0
0537610000000000010115,23,21,0,1,1,22,21,0
0537610000000000010110,33,28,0,2,3,28,28,0
0537610000000000010109,59,46,5,0,8,52,46,0
0537610000000000010112,33,31,2,0,0,31,31,0
0537610000000000010111,19,18,0,0,1,18,18,0
0536810000000000010511,21,19,0,0,2,19,19,0
0536810000000000010509,60,53,1,3,3,53,53,0
0536820010300500010101,47,36,4,2,5,37,36,0
0536810000000000010512,21,21,0,0,0,21,21,0
0536810000000000010505,51,41,1,4,5,41,41,0
0536810000000000010504,61,56,0,1,4,57,56,0
0536810000000000010507,50,40,3,5,2,40,39,1
0536810000000000010506,35,22,2,0,11,22,22,0
0536820010300500010107,18,13,5,0,0,13,13,0
0536820010300500010106,14,10,3,1,0,10,10,0
0536820010300700010102,6,5,0,1,0,5,5,0
0536820010300700010101,10,9,0,1,0,9,9,0
0536820010300500010103,1,0,1,0,0,0,0,0
0536820010300500010102,11,6,4,1,0,6,6,0
0536820010300500010105,0,0,0,0,0,0,0,0
0536820010300500010104,1,0,1,0,0,0,0,0
0536810000000000010423,57,46,3,5,3,47,43,3
0536810000000000010421,16,15,0,0,1,15,15,0
0536810000000000010429,8,6,0,0,2,6,6,0
0536810000000000010424,0,0,0,0,0,0,0,0
0536810000000000010416,72,66,2,3,1,66,66,0
0536810000000000010408,20,15,1,4,0,15,15,0
0536810000000000010420,62,47,0,3,12,47,47,0
0536810000000000010418,25,22,0,0,3,22,22,0
0536810000000000010435,0,0,0,0,0,0,0,0
0536810000000000010434,21,18,0,1,2,18,18,0
0536810000000000010502,54,48,0,4,2,49,48,0
0536810000000000010501,39,31,2,1,5,31,31,0
0536810000000000010431,0,0,0,0,0,0,0,0
0536810000000000010430,0,0,0,0,0,0,0,0
0536810000000000010433,61,59,0,0,2,60,59,0
